"Item_Id","Low_Cap_Price"
"IT_272281",1858
"IT_272321",3870
"IT_272329",4160
"IT_272333",4690
"IT_272336",5224
"IT_272339",5372
"IT_272346",4045
"IT_272351",3400
"IT_272359",2181
"IT_272368",4151
"IT_272385",1743
"IT_272495",2258
"IT_272553",3692
"IT_272568",5134
"IT_272580",3266
"IT_272583",4475
"IT_272611",1710
"IT_272682",2155
"IT_272735",3716
"IT_272757",4073
"IT_272762",3555
"IT_272795",1588
"IT_272828",3976
"IT_272902",2206
"IT_272938",4111
"IT_272958",4022
"IT_272965",3818
"IT_272973",5507
"IT_272975",3023
"IT_272995",4414
"IT_273028",1658
"IT_273133",2938
"IT_273134",4317
"IT_273138",2198
"IT_273152",1956
"IT_273194",3757
"IT_273200",4117
"IT_273221",4293
"IT_273258",1718
"IT_273327",6473
"IT_273331",4324
"IT_273334",7545
"IT_273344",2369
"IT_273355",2081
"IT_273388",4079
"IT_273413",4601
"IT_273468",3119
"IT_273555",1296
"IT_273570",2041
"IT_273571",2152
"IT_273606",4406
"IT_273617",2036
"IT_273687",1195
"IT_273714",2470
"IT_273740",2579
"IT_273757",4286
"IT_273761",3817
"IT_273768",4048
"IT_273770",3995
"IT_273780",5492
"IT_273782",5148
"IT_273795",3638
"IT_273798",4445
"IT_273828",1551
"IT_273866",2205
"IT_273926",1956
"IT_273927",1524
"IT_273928",929
"IT_273929",1348
"IT_273930",1355
"IT_273931",753
"IT_273954",3106
"IT_273977",2124
"IT_274019",4341
"IT_274029",3993
"IT_274035",4884
"IT_274039",5495
"IT_274074",4341
"IT_274123",3334
"IT_274215",4675
"IT_274218",1940
"IT_274220",3364
"IT_274237",4867
"IT_274241",2544
"IT_274268",2918
"IT_274282",4337
"IT_274294",4104
"IT_274305",4699
"IT_274313",4162
"IT_274318",3654
"IT_274321",4466
"IT_274327",1182
"IT_274328",2013
"IT_274332",1829
"IT_274349",1800
"IT_274354",1747
"IT_274434",1106
"IT_274439",1920
"IT_274440",1840
"IT_274441",1074
"IT_274442",1425
"IT_274443",1267
"IT_274444",789
"IT_274463",1838
"IT_274526",3630
"IT_274533",3902
"IT_274538",4303
"IT_274562",4283
"IT_274568",1505
"IT_274571",1795
"IT_274589",1966
"IT_274594",1892
"IT_274626",2524
"IT_274629",2057
"IT_274696",1820
"IT_274697",1520
"IT_274698",831
"IT_274722",2930
"IT_274725",1798
"IT_274748",1982
"IT_274791",3728
"IT_274808",2971
"IT_274827",4278
"IT_274857",1711
"IT_274890",4225
"IT_274919",3739
"IT_274972",2029
"IT_275004",3126
"IT_275006",4319
"IT_275013",3795
"IT_275026",5187
"IT_275029",3117
"IT_275044",3680
"IT_275054",1022
"IT_275069",1714
"IT_275097",1742
"IT_275124",816
"IT_275136",1812
"IT_275175",4061
"IT_275211",1546
"IT_275318",3864
"IT_275343",2430
"IT_275383",3072
"IT_275392",3541
"IT_275411",5160
"IT_275413",4887
"IT_275456",2139
"IT_275460",1613
"IT_275503",5039
"IT_275597",4044
"IT_275650",3564
"IT_275658",4219
"IT_275668",5281
"IT_275671",4640
"IT_275683",3808
"IT_275713",1911
"IT_275717",1630
"IT_275758",4990
"IT_275803",2109
"IT_275804",1972
"IT_275818",3919
"IT_275825",3578
"IT_275861",2067
"IT_275903",5309
"IT_275933",4771
"IT_275942",3721
"IT_275946",4120
"IT_275952",1592
"IT_275953",2358
"IT_275976",1785
"IT_275980",1890
"IT_276067",1829
"IT_276068",1469
"IT_276069",715
"IT_276098",2086
"IT_276123",3206
"IT_276162",4692
"IT_276167",3734
"IT_276176",4465
"IT_276177",3365
"IT_276180",4092
"IT_276188",4797
"IT_276200",3778
"IT_276204",3937
"IT_276232",2007
"IT_276236",1596
"IT_276267",4992
"IT_276278",3301
"IT_276375",1864
"IT_276422",3582
"IT_276431",4469
"IT_276442",3033
"IT_276458",3862
"IT_276485",2044
"IT_276488",1948
"IT_276527",5530
"IT_276558",4063
"IT_276569",1994
"IT_276587",5241
"IT_276590",1810
"IT_276622",2971
"IT_276631",3581
"IT_276639",4398
"IT_276650",4957
"IT_276652",5014
"IT_276670",1604
"IT_276671",1183
"IT_276672",2330
"IT_276682",2019
"IT_276685",1834
"IT_276750",1998
"IT_276781",4059
"IT_276792",3464
"IT_276797",2971
"IT_276799",4735
"IT_276805",3993
"IT_276820",2043
"IT_276824",1720
"IT_276832",5215
"IT_276833",1896
"IT_276917",3325
"IT_276920",4908
"IT_276996",3703
"IT_277005",4169
"IT_277028",4004
"IT_277032",3965
"IT_277036",1692
"IT_277043",1745
"IT_277060",2016
"IT_277063",1581
"IT_277099",1681
"IT_277170",4569
"IT_277250",4210
"IT_277256",4818
"IT_277267",4299
"IT_277273",1236
"IT_277296",2619
"IT_277300",1615
"IT_277397",2401
"IT_277407",3619
"IT_277412",2070
"IT_277483",3399
"IT_277484",3440
"IT_277497",4233
"IT_277510",4204
"IT_277517",4072
"IT_277521",1683
"IT_277541",2477
"IT_277545",1544
"IT_277553",2672
"IT_277573",2558
"IT_277618",1015
"IT_277653",4686
"IT_277664",2245
"IT_277717",4715
"IT_277729",3011
"IT_277736",3402
"IT_277748",3496
"IT_277771",4214
"IT_277772",4179
"IT_277779",1165
"IT_277796",2237
"IT_277810",1650
"IT_277891",2221
"IT_277893",739
"IT_277919",5478
"IT_277927",2194
"IT_277974",4004
"IT_277997",3877
"IT_278007",3579
"IT_278030",3841
"IT_278041",1935
"IT_278059",2185
"IT_278095",2981
"IT_278138",2141
"IT_278140",793
"IT_278158",2354
"IT_278193",2441
"IT_278233",3438
"IT_278244",3931
"IT_278254",4562
"IT_278265",4171
"IT_278269",4096
"IT_278272",1595
"IT_278283",1811
"IT_278319",1845
"IT_278330",2912
"IT_278353",2317
"IT_278354",1759
"IT_278394",4025
"IT_278409",4330
"IT_278413",5021
"IT_278414",4448
"IT_278422",4173
"IT_278440",2596
"IT_278452",1483
"IT_278528",1729
"IT_278581",2331
"IT_278603",3030
"IT_278609",4277
"IT_278622",3155
"IT_278648",3457
"IT_278650",4845
"IT_278663",3822
"IT_278671",1901
"IT_278695",2514
"IT_278698",1466
"IT_278779",2012
"IT_278836",2898
"IT_278875",3201
"IT_278877",3911
"IT_278899",3226
"IT_278900",5336
"IT_278903",4669
"IT_278905",4611
"IT_278914",3814
"IT_278949",2577
"IT_278962",2068
"IT_278980",2174
"IT_279037",572
"IT_279056",2852
"IT_279096",2731
"IT_279134",3972
"IT_279141",3614
"IT_279156",4017
"IT_279167",5185
"IT_279194",1984
"IT_279213",2261
"IT_279251",2955
"IT_279299",3468
"IT_279328",142
"IT_279340",1747
"IT_279368",2789
"IT_279422",3506
"IT_279436",5058
"IT_279439",4755
"IT_279447",3207
"IT_279468",2027
"IT_279486",2661
"IT_279499",2111
"IT_279527",1977
"IT_279596",2766
"IT_279607",3698
"IT_279611",2133
"IT_279638",2716
"IT_279685",3509
"IT_279692",3637
"IT_279697",4131
"IT_279700",3907
"IT_279705",4780
"IT_279724",4014
"IT_279753",1702
"IT_279761",1877
"IT_279783",3152
"IT_279811",1586
"IT_279814",2616
"IT_279835",2679
"IT_279840",4836
"IT_279872",2404
"IT_279903",2928
"IT_279929",4755
"IT_279947",4460
"IT_279950",4261
"IT_279958",1925
"IT_280006",1878
"IT_280037",3807
"IT_280038",4318
"IT_280050",4612
"IT_280192",2502
"IT_280220",1159
"IT_280225",4143
"IT_280228",3513
"IT_280236",4336
"IT_280240",4419
"IT_280244",4822
"IT_280257",4121
"IT_280282",2510
"IT_280295",1709
"IT_280318",2123
"IT_280322",4884
"IT_280399",1970
"IT_280425",2473
"IT_280459",4755
"IT_280482",3346
"IT_280495",4151
"IT_280520",2602
"IT_280532",2057
"IT_280535",2598
"IT_280556",2133
"IT_280628",2617
"IT_280678",4551
"IT_280681",4740
"IT_280685",1850
"IT_280706",2447
"IT_280709",2294
"IT_280722",2172
"IT_280740",2251
"IT_280811",2495
"IT_280848",2690
"IT_280892",3792
"IT_280899",3953
"IT_280901",4695
"IT_280905",3307
"IT_280914",4633
"IT_280925",3966
"IT_280928",4125
"IT_280956",2624
"IT_280989",3604
"IT_281089",2369
"IT_281127",4735
"IT_281130",4353
"IT_281134",3782
"IT_281146",3298
"IT_281147",4273
"IT_281161",4299
"IT_281179",2116
"IT_281180",2423
"IT_281197",2659
"IT_281200",1741
"IT_281324",2693
"IT_281349",3521
"IT_281360",4268
"IT_281375",4939
"IT_281385",4466
"IT_281390",3842
"IT_281404",2239
"IT_281414",2692
"IT_281443",4073
"IT_281473",2561
"IT_281508",4306
"IT_281514",5301
"IT_281544",2635
"IT_281558",2079
"IT_281578",3101
"IT_281579",2888
"IT_281631",692
"IT_281681",2571
"IT_281703",4404
"IT_281718",3385
"IT_281736",4626
"IT_281743",4654
"IT_281757",4250
"IT_281760",3714
"IT_281794",2392
"IT_281807",2128
"IT_281823",2702
"IT_281875",2344
"IT_281934",3279
"IT_281957",4266
"IT_281979",4124
"IT_281987",4417
"IT_281990",3392
"IT_282010",4042
"IT_282015",4243
"IT_282026",2081
"IT_282035",12617
"IT_282058",2288
"IT_282122",2154
"IT_282145",2999
"IT_282175",2512
"IT_282215",4352
"IT_282226",3649
"IT_282234",4887
"IT_282266",2366
"IT_282285",2558
"IT_282316",3484
"IT_282379",2709
"IT_282388",2382
"IT_282412",3042
"IT_282452",3340
"IT_282457",4045
"IT_282459",4200
"IT_282467",4243
"IT_282494",3876
"IT_282499",4339
"IT_282510",2200
"IT_282525",2629
"IT_282614",2171
"IT_282622",2562
"IT_282645",2623
"IT_282666",4165
"IT_282680",3444
"IT_282687",4896
"IT_282688",4375
"IT_282701",4918
"IT_282708",3491
"IT_282723",4081
"IT_282739",2865
"IT_282748",2977
"IT_282751",2205
"IT_282763",1978
"IT_282783",3576
"IT_282817",4991
"IT_282834",2991
"IT_282865",4256
"IT_282895",4242
"IT_282898",4228
"IT_282907",4341
"IT_282911",3385
"IT_282912",4782
"IT_282916",5045
"IT_282952",2569
"IT_282955",1655
"IT_282982",2293
"IT_283014",2279
"IT_283049",4066
"IT_283050",4300
"IT_283057",5036
"IT_283086",2899
"IT_283121",2618
"IT_283185",2178
"IT_283186",2677
"IT_283220",3409
"IT_283241",4778
"IT_283265",4345
"IT_283292",4965
"IT_283304",2950
"IT_283327",1466
"IT_283421",2084
"IT_283431",2515
"IT_283495",4227
"IT_283525",4556
"IT_283545",2413
"IT_283548",1384
"IT_283579",3865
"IT_283602",3741
"IT_283611",2276
"IT_283680",4234
"IT_283686",5177
"IT_283721",2032
"IT_283750",3154
"IT_283751",2274
"IT_283798",2498
"IT_283807",2510
"IT_283829",3310
"IT_283848",3192
"IT_283863",4236
"IT_283874",3377
"IT_283879",5545
"IT_283885",4660
"IT_283903",2129
"IT_283919",2708
"IT_283921",1615
"IT_283932",1998
"IT_283937",2348
"IT_283951",3956
"IT_284000",2760
"IT_284001",2921
"IT_284006",2067
"IT_284081",3674
"IT_284084",3360
"IT_284089",3843
"IT_284145",2317
"IT_284159",1664
"IT_284204",632
"IT_284231",2566
"IT_284271",3595
"IT_284283",3405
"IT_284291",4349
"IT_284297",4512
"IT_284301",3315
"IT_284310",4906
"IT_284313",4696
"IT_284334",2242
"IT_284350",1337
"IT_284360",2052
"IT_284374",3548
"IT_284390",3809
"IT_284400",1349
"IT_284420",3903
"IT_284436",4496
"IT_284437",4676
"IT_284449",4730
"IT_284474",2774
"IT_284478",1743
"IT_284507",3782
"IT_284508",3520
"IT_284540",4415
"IT_284541",3858
"IT_284555",2545
"IT_284557",664
"IT_284566",7053
"IT_284578",3169
"IT_284612",3059
"IT_284637",3796
"IT_284649",3470
"IT_284664",4270
"IT_284665",4919
"IT_284669",4719
"IT_284675",4948
"IT_284719",2573
"IT_284723",1920
"IT_284758",3609
"IT_284791",3624
"IT_284807",2447
"IT_284808",2123
"IT_284809",696
"IT_284830",2925
"IT_284831",3408
"IT_284863",3112
"IT_284884",3921
"IT_284944",2055
"IT_284965",2615
"IT_284968",1710
"IT_284981",2499
"IT_284998",3458
"IT_285029",4877
"IT_285048",2096
"IT_285049",1941
"IT_285069",3077
"IT_285070",3154
"IT_285099",3708
"IT_285145",4561
"IT_285147",4519
"IT_285151",3607
"IT_285156",4977
"IT_285169",4654
"IT_285178",4170
"IT_285195",1477
"IT_285240",2479
"IT_285242",3317
"IT_285255",5833
"IT_285343",3205
"IT_285372",3706
"IT_285388",4416
"IT_285392",3586
"IT_285446",2759
"IT_285480",2065
"IT_285537",3105
"IT_285538",3784
"IT_285542",4796
"IT_285568",3552
"IT_285608",4443
"IT_285619",3415
"IT_285624",4983
"IT_285628",4760
"IT_285645",3874
"IT_285653",2059
"IT_285660",2922
"IT_285800",4184
"IT_285840",3265
"IT_285848",3583
"IT_285849",5064
"IT_285863",3831
"IT_285877",2432
"IT_285953",4629
"IT_285954",4531
"IT_285957",4941
"IT_285961",4592
"IT_285971",2093
"IT_285985",2578
"IT_285998",2121
"IT_286018",3259
"IT_286086",2802
"IT_286108",3659
"IT_286156",4928
"IT_286160",3571
"IT_286184",4293
"IT_286190",2193
"IT_286217",2175
"IT_286231",2652
"IT_286244",2153
"IT_286270",4693
"IT_286274",4497
"IT_286320",2292
"IT_286344",3390
"IT_286386",4323
"IT_286443",3051
"IT_286495",4144
"IT_286529",3167
"IT_286558",3388
"IT_286602",4442
"IT_286605",4414
"IT_286625",5382
"IT_286632",4489
"IT_286645",1835
"IT_286660",2264
"IT_286695",4167
"IT_286696",3309
"IT_286736",2573
"IT_286757",3558
"IT_286774",3935
"IT_286799",5097
"IT_286822",3616
"IT_286840",2578
"IT_286843",1960
"IT_286915",655
"IT_286930",3035
"IT_286939",2795
"IT_286961",3667
"IT_287002",4498
"IT_287005",3453
"IT_287006",5486
"IT_287014",4069
"IT_287016",5188
"IT_287026",4164
"IT_287050",3057
"IT_287053",2119
"IT_287067",2679
"IT_287135",3080
"IT_287137",2001
"IT_287143",2353
"IT_287149",5093
"IT_287177",4021
"IT_287199",4745
"IT_287204",5607
"IT_287208",5402
"IT_287210",3920
"IT_287218",5140
"IT_287221",4823
"IT_287249",1610
"IT_287296",2507
"IT_287309",2647
"IT_287327",4626
"IT_287342",1760
"IT_287343",5035
"IT_287345",2761
"IT_287348",1796
"IT_287436",4017
"IT_287453",1587
"IT_287461",2761
"IT_287464",2641
"IT_287468",1715
"IT_287496",3359
"IT_287545",2913
"IT_287591",3854
"IT_287632",4835
"IT_287652",2536
"IT_287656",2158
"IT_287681",2568
"IT_287788",4003
"IT_287806",4592
"IT_287814",4721
"IT_287853",1835
"IT_287865",2628
"IT_287868",1902
"IT_287877",2032
"IT_287895",2585
"IT_287920",4376
"IT_287981",3817
"IT_287984",3799
"IT_288002",3340
"IT_288032",4728
"IT_288039",5148
"IT_288041",4196
"IT_288057",4219
"IT_288060",5446
"IT_288086",2568
"IT_288090",1775
"IT_288118",2187
"IT_288121",2209
"IT_288125",3458
"IT_288140",4052
"IT_288169",3482
"IT_288178",3874
"IT_288201",2975
"IT_288221",3646
"IT_288243",4276
"IT_288252",4605
"IT_288278",4094
"IT_288289",2793
"IT_288292",1530
"IT_288302",2616
"IT_288305",1783
"IT_288382",897
"IT_288387",4264
"IT_288390",2248
"IT_288398",4811
"IT_288404",3343
"IT_288448",4823
"IT_288449",4247
"IT_288496",2801
"IT_288499",1618
"IT_288542",2490
"IT_288545",4008
"IT_288564",1827
"IT_288578",4023
"IT_288607",2342
"IT_288610",2016
"IT_288637",3707
"IT_288757",4039
"IT_288784",4917
"IT_288801",4993
"IT_288808",1434
"IT_288819",2912
"IT_288823",2034
"IT_288914",2435
"IT_288940",3403
"IT_288981",4685
"IT_288990",4129
"IT_288997",4153
"IT_288999",5286
"IT_289011",4087
"IT_289017",1533
"IT_289034",2766
"IT_289038",1783
"IT_289121",1008
"IT_289125",4431
"IT_289129",2556
"IT_289162",4530
"IT_289197",4426
"IT_289205",4606
"IT_289215",4355
"IT_289235",5068
"IT_289252",3124
"IT_289255",2655
"IT_289348",2444
"IT_289387",3863
"IT_289403",4770
"IT_289406",4267
"IT_289408",4271
"IT_289416",5377
"IT_289417",5027
"IT_289420",3503
"IT_289456",1453
"IT_289464",2723
"IT_289467",2228
"IT_289490",2655
"IT_289493",3791
"IT_289532",849
"IT_289541",2349
"IT_289594",4249
"IT_289605",5020
"IT_289621",4072
"IT_289640",2590
"IT_289643",2078
"IT_289674",1867
"IT_289697",4660
"IT_289731",3533
"IT_289738",2592
"IT_289771",4162
"IT_289786",4553
"IT_289788",4460
"IT_289795",4686
"IT_289808",5468
"IT_289817",4872
"IT_289839",2867
"IT_289842",2299
"IT_289861",3977
"IT_289876",2593
"IT_289909",5236
"IT_289924",1886
"IT_289933",2645
"IT_289946",2350
"IT_289965",3447
"IT_289987",3544
"IT_290084",4929
"IT_290085",4411
"IT_290093",4496
"IT_290097",5683
"IT_290115",3982
"IT_290137",2804
"IT_290150",3088
"IT_290232",823
"IT_290241",2674
"IT_290297",4724
"IT_290306",4658
"IT_290317",5169
"IT_290327",4078
"IT_290345",3604
"IT_290352",2234
"IT_290362",2954
"IT_290401",4120
"IT_290435",5055
"IT_290439",1049
"IT_290450",3238
"IT_290520",5384
"IT_290524",4374
"IT_290534",4161
"IT_290555",2777
"IT_290559",2340
"IT_290587",3257
"IT_290613",3758
"IT_290615",2093
"IT_290643",404
"IT_290651",3098
"IT_290693",4312
"IT_290707",4605
"IT_290714",5760
"IT_290716",5756
"IT_290734",1715
"IT_290750",2722
"IT_290778",3584
"IT_290844",2965
"IT_290896",5142
"IT_290911",4392
"IT_290921",1999
"IT_290931",2914
"IT_290960",4112
"IT_291032",2796
"IT_291046",3459
"IT_291084",4837
"IT_291092",5498
"IT_291132",2938
"IT_291156",4013
"IT_291166",2188
"IT_291195",4692
"IT_291207",4848
"IT_291224",2427
"IT_291241",2316
"IT_291256",4538
"IT_291305",903
"IT_291306",2876
"IT_291368",4552
"IT_291401",4228
"IT_291405",3205
"IT_291433",2088
"IT_291442",2434
"IT_291443",3895
"IT_291464",6868
"IT_291513",1307
"IT_291537",4502
"IT_291540",3131
"IT_291561",5032
"IT_291565",4274
"IT_291596",3985
"IT_291620",3205
"IT_291650",5652
"IT_291697",5584
"IT_291707",2432
"IT_291708",4124
"IT_291716",2097
"IT_291786",5326
"IT_291815",3366
"IT_291837",2240
"IT_291863",3438
"IT_291883",4501
"IT_291920",3389
"IT_291947",3143
"IT_291969",4778
"IT_291975",4906
"IT_291995",4940
"IT_291997",4266
"IT_292098",904
"IT_292103",4281
"IT_292107",2794
"IT_292151",4676
"IT_292163",5658
"IT_292215",2174
"IT_292221",2841
"IT_292315",4912
"IT_292337",4355
"IT_292353",3047
"IT_292356",1942
"IT_292390",3976
"IT_292396",5999
"IT_292408",5064
"IT_292428",6102
"IT_292440",2796
"IT_292444",2164
"IT_292467",3735
"IT_292470",4914
"IT_292486",5023
"IT_292558",3359
"IT_292573",5564
"IT_292605",4136
"IT_292610",4933
"IT_292616",2502
"IT_292684",4537
"IT_292715",890
"IT_292716",2998
"IT_292724",2899
"IT_292769",4594
"IT_292778",3751
"IT_292781",5749
"IT_292818",2740
"IT_292831",2869
"IT_292846",3528
"IT_292951",4976
"IT_292954",4588
"IT_293013",3135
"IT_293043",3143
"IT_293078",1007
"IT_293079",3767
"IT_293085",2898
"IT_293121",4204
"IT_293128",4480
"IT_293135",4737
"IT_293151",5177
"IT_293160",5663
"IT_293166",1726
"IT_293184",3283
"IT_293197",2320
"IT_293266",956
"IT_293267",3454
"IT_293276",3291
"IT_293322",5526
"IT_293333",5762
"IT_293336",5738
